conversation_id,model_a,model_b,winner,language,timestamp,tokens_in,tokens_out,latency_ms,cost_usd
lmsys_0002915,gpt-3.5-turbo,gpt-4,model_b,Chinese,2026-05-16T22:47:44.238241Z,1178,418,550,0.008721
lmsys_0002916,claude-3-5-sonnet,gpt-3.5-turbo,tie,Japanese,2026-05-13T22:14:08.238241Z,1237,309,665,0.004339
lmsys_0002917,claude-3-opus,llama-2-70b,tie,French,2026-05-27T15:15:24.238241Z,180,1192,1925,3.7e-05
lmsys_0002918,claude-3-5-sonnet,mistral-large,model_a,Spanish,2026-06-12T03:28:17.238241Z,158,1261,485,0.004752
lmsys_0002919,gpt-4,gpt-4-turbo,model_b,English,2026-05-29T02:58:47.238241Z,1818,1132,448,0.003498
lmsys_0002920,gpt-4,claude-3-opus,model_a,Chinese,2026-05-26T06:20:13.238241Z,348,654,312,0.007528
lmsys_0002921,claude-3-5-sonnet,claude-3-opus,tie,Chinese,2026-05-17T17:15:44.238241Z,1565,1359,870,0.002515
lmsys_0002922,gemini-pro,gpt-3.5-turbo,model_a,Chinese,2026-05-28T04:54:09.238241Z,1241,510,417,0.00254
lmsys_0002923,gpt-4-turbo,davinci-003,tie,Japanese,2026-06-09T20:14:32.238241Z,219,1008,563,0.002512
lmsys_0002924,gemini-pro,mistral-large,model_a,Chinese,2026-06-08T18:37:27.238241Z,1903,870,469,0.000922
lmsys_0002925,gemini-pro,claude-3-opus,model_b,French,2026-05-23T03:10:10.238241Z,1247,1208,850,0.005293
lmsys_0002926,mistral-large,palm-2,tie,Chinese,2026-06-01T20:04:54.238241Z,271,921,681,0.00186
lmsys_0002927,gpt-4-turbo,claude-3-opus,tie,French,2026-05-24T01:53:47.238241Z,1929,1102,802,0.002528
lmsys_0002928,claude-3-5-sonnet,mistral-large,model_a,French,2026-06-03T07:50:22.238241Z,795,1079,531,0.002575
lmsys_0002929,palm-2,gpt-3.5-turbo,model_b,Japanese,2026-05-30T19:15:58.238241Z,887,240,392,0.000828
lmsys_0002930,gpt-4-turbo,llama-2-70b,model_b,Chinese,2026-05-30T13:36:47.238241Z,1945,1032,1597,6.4e-05
lmsys_0002931,claude-3-5-sonnet,mistral-large,model_b,German,2026-05-16T13:14:36.238241Z,667,927,988,3.5e-05
lmsys_0002932,gpt-4,claude-3-5-sonnet,model_a,French,2026-05-24T20:35:26.238241Z,1544,973,426,0.009604
lmsys_0002933,davinci-003,claude-3-opus,model_a,English,2026-05-26T13:14:05.238241Z,1771,410,301,0.001595
lmsys_0002934,gemini-pro,llama-2-70b,model_a,German,2026-05-27T23:01:08.238241Z,1558,1303,532,0.002679
lmsys_0002935,gpt-3.5-turbo,gpt-4,model_b,French,2026-06-03T11:36:18.238241Z,401,826,411,0.005896
lmsys_0002936,llama-2-70b,gpt-3.5-turbo,tie,Japanese,2026-05-29T12:51:25.238241Z,1989,1433,452,0.000896
lmsys_0002937,gemini-pro,mistral-large,model_b,Japanese,2026-05-20T07:50:36.238241Z,849,899,1339,5e-05
lmsys_0002938,gpt-3.5-turbo,davinci-003,model_b,German,2026-06-05T12:07:09.238241Z,1498,327,600,0.0025
lmsys_0002939,palm-2,gemini-pro,tie,English,2026-05-17T17:24:20.238241Z,1157,1492,368,0.002014
lmsys_0002940,gemini-pro,gpt-3.5-turbo,model_b,French,2026-06-08T16:16:45.238241Z,230,967,486,0.000548
lmsys_0002941,gpt-3.5-turbo,davinci-003,model_a,English,2026-06-01T09:27:39.238241Z,1985,1348,294,0.001945
lmsys_0002942,gpt-4-turbo,gpt-4,model_a,English,2026-06-04T02:48:27.238241Z,1791,163,447,0.003065
lmsys_0002943,gemini-pro,palm-2,model_a,Spanish,2026-05-17T21:50:31.238241Z,1651,38,544,0.000505
lmsys_0002944,palm-2,llama-2-70b,model_a,English,2026-05-31T21:09:26.238241Z,1961,117,791,0.00169
lmsys_0002945,claude-3-5-sonnet,davinci-003,model_b,French,2026-06-04T05:25:08.238241Z,100,451,467,0.001127
lmsys_0002946,gpt-3.5-turbo,davinci-003,tie,Spanish,2026-05-27T16:17:55.238241Z,755,1376,649,0.002864
lmsys_0002947,gpt-4,palm-2,model_a,Chinese,2026-05-20T10:54:45.238241Z,1631,1068,350,0.005954
lmsys_0002948,gpt-4-turbo,gemini-pro,model_a,French,2026-06-06T22:26:43.238241Z,330,462,338,0.001455
lmsys_0002949,mistral-large,claude-3-5-sonnet,model_a,German,2026-05-31T10:36:41.238241Z,1204,960,1225,1.2e-05
lmsys_0002950,mistral-large,palm-2,model_a,Japanese,2026-06-06T10:10:48.238241Z,128,501,1393,5.9e-05
lmsys_0002951,claude-3-5-sonnet,mistral-large,model_a,Japanese,2026-06-03T08:51:32.238241Z,1034,607,381,0.003371
lmsys_0002952,mistral-large,gemini-pro,model_b,French,2026-06-07T17:55:31.238241Z,356,132,358,0.000826
lmsys_0002953,claude-3-opus,davinci-003,tie,German,2026-06-06T10:29:52.238241Z,654,419,415,0.002464
lmsys_0002954,palm-2,llama-2-70b,model_a,Japanese,2026-05-22T20:42:17.238241Z,1143,87,456,0.003473
lmsys_0002955,mistral-large,gemini-pro,model_a,English,2026-05-20T20:30:16.238241Z,1513,604,895,2.5e-05
lmsys_0002956,gpt-4,gemini-pro,model_a,Chinese,2026-06-04T21:28:28.238241Z,420,1191,558,0.007044
lmsys_0002957,claude-3-5-sonnet,gpt-3.5-turbo,model_b,English,2026-06-07T17:49:31.238241Z,1778,725,316,0.000564
lmsys_0002958,gemini-pro,mistral-large,model_a,French,2026-05-16T12:53:08.238241Z,1818,571,331,0.000625
lmsys_0002959,gemini-pro,gpt-4-turbo,model_a,English,2026-05-28T14:08:03.238241Z,1999,1053,354,0.002371
lmsys_0002960,claude-3-5-sonnet,gpt-4,tie,French,2026-05-29T15:08:31.238241Z,1756,1364,313,0.003407
lmsys_0002961,claude-3-5-sonnet,llama-2-70b,model_a,Japanese,2026-05-26T05:28:20.238241Z,443,1406,616,0.002797
lmsys_0002962,davinci-003,mistral-large,tie,Chinese,2026-06-03T12:11:07.238241Z,844,1322,1192,5.7e-05
lmsys_0002963,claude-3-5-sonnet,llama-2-70b,tie,English,2026-05-31T21:39:47.238241Z,1583,1461,473,0.003901
lmsys_0002964,mistral-large,davinci-003,model_a,Spanish,2026-06-02T16:55:08.238241Z,703,523,1285,3.3e-05
lmsys_0002965,davinci-003,gpt-3.5-turbo,model_b,Japanese,2026-06-10T23:57:33.238241Z,1796,730,426,0.001092
lmsys_0002966,gpt-3.5-turbo,palm-2,model_a,Chinese,2026-05-22T16:34:20.238241Z,1643,1249,335,0.000945
lmsys_0002967,palm-2,davinci-003,tie,German,2026-05-18T07:25:49.238241Z,1251,568,246,0.002241
lmsys_0002968,gpt-4-turbo,gpt-3.5-turbo,model_b,Spanish,2026-06-01T22:06:45.238241Z,1699,1107,436,0.001041
lmsys_0002969,palm-2,claude-3-opus,model_a,German,2026-05-17T00:12:37.238241Z,78,597,609,0.00107
lmsys_0002970,claude-3-5-sonnet,gpt-3.5-turbo,model_b,Chinese,2026-05-15T04:39:20.238241Z,1263,1170,480,0.000996
lmsys_0002971,gemini-pro,gpt-3.5-turbo,model_b,French,2026-06-04T12:28:28.238241Z,1497,1344,206,0.001016
lmsys_0002972,gemini-pro,gpt-3.5-turbo,model_a,Japanese,2026-05-16T09:12:04.238241Z,1414,105,748,0.002345
lmsys_0002973,palm-2,llama-2-70b,model_b,French,2026-06-10T02:32:53.238241Z,604,241,695,8.4e-05
lmsys_0002974,gpt-4-turbo,davinci-003,model_a,German,2026-06-01T09:10:49.238241Z,1635,1184,388,0.002742
lmsys_0002975,claude-3-5-sonnet,claude-3-opus,model_b,Chinese,2026-05-22T18:07:52.238241Z,1269,805,798,0.004297
lmsys_0002976,gpt-3.5-turbo,davinci-003,model_a,Spanish,2026-05-31T03:16:49.238241Z,576,1334,205,0.001606
lmsys_0002977,claude-3-5-sonnet,gemini-pro,model_a,English,2026-05-21T18:24:25.238241Z,1209,1041,528,0.002859
lmsys_0002978,claude-3-5-sonnet,gemini-pro,tie,Spanish,2026-05-24T18:26:05.238241Z,1487,520,326,0.003155
lmsys_0002979,palm-2,gemini-pro,tie,Japanese,2026-05-30T01:16:33.238241Z,1028,110,507,0.002662
lmsys_0002980,llama-2-70b,davinci-003,tie,German,2026-05-25T04:48:53.238241Z,1834,281,1861,2e-05
lmsys_0002981,claude-3-5-sonnet,palm-2,tie,English,2026-06-05T06:21:46.238241Z,100,1177,638,0.001504
lmsys_0002982,gpt-4-turbo,palm-2,model_a,French,2026-05-27T14:29:26.238241Z,1954,1369,492,0.001499
lmsys_0002983,gpt-4-turbo,mistral-large,model_a,Japanese,2026-06-02T17:33:33.238241Z,218,163,550,0.00146
lmsys_0002984,gpt-3.5-turbo,gpt-4-turbo,model_b,Japanese,2026-06-07T08:01:57.238241Z,1706,300,555,0.00273
lmsys_0002985,gpt-4-turbo,gemini-pro,model_a,German,2026-05-24T03:55:02.238241Z,523,1147,285,0.001811
lmsys_0002986,claude-3-5-sonnet,gemini-pro,tie,Spanish,2026-05-20T10:58:56.238241Z,1851,572,518,0.001078
lmsys_0002987,claude-3-5-sonnet,gemini-pro,model_b,French,2026-05-28T07:33:31.238241Z,1955,987,476,0.001385
lmsys_0002988,claude-3-opus,gemini-pro,model_b,Spanish,2026-06-10T19:56:05.238241Z,1958,1004,455,0.002635
lmsys_0002989,palm-2,claude-3-opus,model_a,Chinese,2026-05-16T21:43:24.238241Z,1296,302,828,0.003323
lmsys_0002990,davinci-003,mistral-large,model_a,French,2026-06-02T05:18:58.238241Z,1257,885,683,0.002238
lmsys_0002991,gpt-4,claude-3-opus,model_a,Spanish,2026-05-30T12:58:04.238241Z,131,1389,498,0.007001
lmsys_0002992,palm-2,gemini-pro,model_a,German,2026-05-21T06:28:50.238241Z,1035,1286,898,0.002355
lmsys_0002993,gpt-4,claude-3-5-sonnet,model_a,German,2026-05-22T11:35:06.238241Z,323,707,274,0.006063
lmsys_0002994,davinci-003,gpt-4-turbo,tie,Chinese,2026-05-22T23:55:14.238241Z,1927,322,515,0.001698
lmsys_0002995,claude-3-opus,claude-3-5-sonnet,model_a,English,2026-05-14T02:55:46.238241Z,1163,1456,518,0.005569
lmsys_0002996,claude-3-opus,claude-3-5-sonnet,model_b,Chinese,2026-05-18T13:04:14.238241Z,1875,885,507,0.003863
lmsys_0002997,gemini-pro,claude-3-opus,model_a,English,2026-05-19T18:40:48.238241Z,1025,153,688,0.002033
lmsys_0002998,davinci-003,mistral-large,model_b,Spanish,2026-05-26T01:26:54.238241Z,1009,1324,1128,3.5e-05
lmsys_0002999,mistral-large,claude-3-opus,model_a,Chinese,2026-06-09T03:22:16.238241Z,333,1377,1116,4.1e-05
lmsys_0003000,gpt-3.5-turbo,claude-3-opus,tie,Japanese,2026-06-01T16:15:15.238241Z,406,577,529,0.002186
lmsys_0003001,gpt-3.5-turbo,llama-2-70b,tie,Japanese,2026-06-11T23:16:05.238241Z,281,995,271,0.001296
lmsys_0003002,claude-3-opus,llama-2-70b,model_a,Japanese,2026-05-26T00:33:48.238241Z,1267,245,726,0.003175
lmsys_0003003,davinci-003,mistral-large,model_b,French,2026-06-09T02:25:46.238241Z,827,699,1283,2.5e-05
lmsys_0003004,palm-2,mistral-large,model_b,English,2026-05-30T09:04:10.238241Z,1917,1371,1209,3e-06
lmsys_0003005,gpt-3.5-turbo,claude-3-5-sonnet,model_a,English,2026-06-10T00:12:11.238241Z,1515,940,266,0.000746
lmsys_0003006,llama-2-70b,palm-2,model_a,Chinese,2026-05-19T09:28:59.238241Z,1217,174,1992,2.7e-05
lmsys_0003007,palm-2,claude-3-5-sonnet,model_b,Japanese,2026-06-03T06:24:33.238241Z,552,799,420,0.003104
lmsys_0003008,mistral-large,claude-3-5-sonnet,model_b,Spanish,2026-05-28T05:10:42.238241Z,1528,547,787,0.003967
lmsys_0003009,mistral-large,gemini-pro,tie,German,2026-05-29T22:18:04.238241Z,1353,809,591,0.002059
lmsys_0003010,gpt-4-turbo,gpt-3.5-turbo,model_a,French,2026-05-20T20:10:42.238241Z,766,1321,569,0.002598
lmsys_0003011,palm-2,mistral-large,model_a,Chinese,2026-05-23T03:22:43.238241Z,265,87,502,0.003521
lmsys_0003012,gemini-pro,gpt-4,tie,French,2026-05-15T10:20:14.238241Z,1576,1158,646,0.001485
lmsys_0003013,gpt-4-turbo,mistral-large,model_a,Chinese,2026-05-24T16:24:11.238241Z,1846,501,485,0.003593
lmsys_0003014,mistral-large,gpt-3.5-turbo,tie,French,2026-05-29T02:03:12.238241Z,864,929,674,6.4e-05
lmsys_0003015,gpt-4,gpt-4-turbo,tie,Japanese,2026-06-07T09:33:15.238241Z,1947,175,278,0.003272
lmsys_0003016,davinci-003,gpt-3.5-turbo,model_a,Japanese,2026-05-24T18:52:45.238241Z,1414,441,659,0.002194
lmsys_0003017,davinci-003,llama-2-70b,tie,Chinese,2026-06-06T10:26:24.238241Z,264,248,633,0.002711
lmsys_0003018,palm-2,davinci-003,model_a,English,2026-05-25T12:28:01.238241Z,366,36,890,0.001767
lmsys_0003019,gpt-4,mistral-large,tie,Japanese,2026-06-03T23:46:32.238241Z,596,1114,1311,2.6e-05
lmsys_0003020,llama-2-70b,gemini-pro,tie,English,2026-06-10T06:41:48.238241Z,1409,740,791,3.9e-05
lmsys_0003021,claude-3-opus,claude-3-5-sonnet,tie,Chinese,2026-05-30T04:36:33.238241Z,153,165,849,0.004651
lmsys_0003022,gemini-pro,claude-3-5-sonnet,tie,Chinese,2026-05-26T08:13:51.238241Z,715,902,300,0.002104
lmsys_0003023,gpt-3.5-turbo,davinci-003,model_a,French,2026-06-11T19:35:45.238241Z,612,1478,258,0.001478
lmsys_0003024,llama-2-70b,gpt-3.5-turbo,model_a,Japanese,2026-06-08T08:54:21.238241Z,127,539,1650,3.9e-05
lmsys_0003025,llama-2-70b,mistral-large,model_a,German,2026-05-23T23:37:01.238241Z,959,354,760,6.7e-05
lmsys_0003026,claude-3-opus,gpt-4,model_b,Japanese,2026-05-24T21:18:02.238241Z,1292,548,361,0.005655
lmsys_0003027,gpt-4,palm-2,tie,English,2026-05-17T16:35:05.238241Z,1924,1347,543,0.004447
lmsys_0003028,gpt-4,gpt-3.5-turbo,model_a,German,2026-05-29T11:13:52.238241Z,467,1269,579,0.009563
lmsys_0003029,palm-2,mistral-large,model_a,Japanese,2026-05-28T18:41:39.238241Z,617,835,396,0.001382
lmsys_0003030,gpt-3.5-turbo,gpt-4-turbo,tie,German,2026-05-13T20:03:38.238241Z,870,1128,205,0.001626
lmsys_0003031,llama-2-70b,mistral-large,model_a,French,2026-05-25T02:09:39.238241Z,821,1467,1855,7.3e-05
lmsys_0003032,claude-3-opus,gemini-pro,model_b,English,2026-05-15T12:36:07.238241Z,119,114,530,0.000832
lmsys_0003033,gpt-3.5-turbo,davinci-003,tie,German,2026-05-15T15:50:38.238241Z,1155,1308,226,0.002004
lmsys_0003034,palm-2,claude-3-5-sonnet,tie,Japanese,2026-05-28T02:07:03.238241Z,1576,714,339,0.003746
lmsys_0003035,claude-3-5-sonnet,claude-3-opus,model_a,Spanish,2026-06-06T14:15:45.238241Z,1964,492,681,0.002522
lmsys_0003036,llama-2-70b,claude-3-opus,tie,Japanese,2026-06-03T06:09:32.238241Z,948,613,695,0.002205
lmsys_0003037,gpt-3.5-turbo,claude-3-5-sonnet,tie,Japanese,2026-06-11T01:13:01.238241Z,1500,137,663,0.004029
lmsys_0003038,gpt-3.5-turbo,palm-2,model_a,German,2026-06-03T19:21:25.238241Z,510,662,435,0.001146
lmsys_0003039,davinci-003,llama-2-70b,model_a,German,2026-06-11T00:32:32.238241Z,1006,790,236,0.00224
lmsys_0003040,davinci-003,llama-2-70b,model_b,English,2026-06-09T01:30:54.238241Z,1831,1403,1645,6.8e-05
lmsys_0003041,gpt-3.5-turbo,mistral-large,model_b,French,2026-06-09T10:33:11.238241Z,62,247,1496,5.8e-05
lmsys_0003042,gpt-3.5-turbo,llama-2-70b,model_b,French,2026-06-06T13:16:56.238241Z,772,376,638,6.1e-05
lmsys_0003043,palm-2,llama-2-70b,tie,Spanish,2026-05-18T15:02:47.238241Z,375,442,634,0.001534
lmsys_0003044,mistral-large,gemini-pro,model_a,English,2026-05-30T15:34:46.238241Z,1859,510,860,2.7e-05
lmsys_0003045,davinci-003,claude-3-5-sonnet,model_b,Spanish,2026-05-28T22:32:25.238241Z,1083,917,466,0.004197
lmsys_0003046,mistral-large,davinci-003,model_a,Spanish,2026-06-06T03:03:33.238241Z,321,1019,534,1.3e-05
lmsys_0003047,mistral-large,davinci-003,model_a,English,2026-06-02T00:00:48.238241Z,217,773,855,7e-05
lmsys_0003048,mistral-large,palm-2,model_b,German,2026-05-25T03:34:59.238241Z,1164,1229,734,0.003454
lmsys_0003049,palm-2,davinci-003,tie,Spanish,2026-05-19T01:07:17.238241Z,1277,261,682,0.00211
lmsys_0003050,davinci-003,gpt-4,model_b,German,2026-05-20T17:08:41.238241Z,1117,189,431,0.005112
lmsys_0003051,gpt-3.5-turbo,mistral-large,model_a,Chinese,2026-05-16T13:50:10.238241Z,586,820,375,0.00138
lmsys_0003052,gpt-3.5-turbo,mistral-large,model_b,Japanese,2026-05-22T03:48:56.238241Z,586,1431,883,1.7e-05
lmsys_0003053,gemini-pro,davinci-003,model_a,Chinese,2026-05-23T08:08:18.238241Z,880,1167,318,0.002974
lmsys_0003054,claude-3-5-sonnet,gemini-pro,model_b,French,2026-05-31T10:09:54.238241Z,162,97,373,0.002198
lmsys_0003055,mistral-large,gpt-3.5-turbo,model_a,German,2026-06-01T16:24:31.238241Z,1335,662,1021,7.9e-05
lmsys_0003056,palm-2,claude-3-opus,model_b,Spanish,2026-05-25T17:22:59.238241Z,1295,1426,758,0.005774
lmsys_0003057,gpt-4,davinci-003,model_a,Chinese,2026-05-13T16:18:18.238241Z,276,141,373,0.003467
lmsys_0003058,claude-3-5-sonnet,palm-2,tie,Japanese,2026-06-02T01:12:07.238241Z,1001,789,765,0.001836
lmsys_0003059,llama-2-70b,gpt-3.5-turbo,model_b,Spanish,2026-06-10T10:54:41.238241Z,1898,1173,294,0.001479
lmsys_0003060,gpt-3.5-turbo,mistral-large,model_a,Japanese,2026-06-09T08:21:35.238241Z,1267,701,359,0.001084
lmsys_0003061,claude-3-opus,claude-3-5-sonnet,tie,French,2026-05-17T02:41:54.238241Z,1059,1329,568,0.004542
lmsys_0003062,palm-2,mistral-large,tie,French,2026-05-23T23:04:55.238241Z,1102,252,558,0.002137
lmsys_0003063,llama-2-70b,davinci-003,tie,Chinese,2026-06-03T05:40:54.238241Z,1935,1434,412,0.002989
lmsys_0003064,mistral-large,palm-2,model_b,English,2026-06-06T03:42:45.238241Z,1775,229,439,0.001201
lmsys_0003065,gpt-4-turbo,davinci-003,model_b,Japanese,2026-05-21T11:40:39.238241Z,1994,308,421,0.001888
lmsys_0003066,palm-2,gemini-pro,model_a,French,2026-05-26T04:27:20.238241Z,1402,931,480,0.003019
lmsys_0003067,llama-2-70b,gpt-3.5-turbo,tie,Japanese,2026-06-06T13:30:24.238241Z,1224,304,1103,6.7e-05
lmsys_0003068,mistral-large,gpt-4,model_a,Spanish,2026-05-14T05:18:44.238241Z,1583,560,886,6.5e-05
lmsys_0003069,palm-2,gpt-4-turbo,tie,Chinese,2026-05-25T21:51:54.238241Z,153,56,430,0.00353
lmsys_0003070,palm-2,claude-3-opus,tie,Spanish,2026-05-26T19:44:36.238241Z,412,1315,892,0.003147
lmsys_0003071,claude-3-5-sonnet,gpt-3.5-turbo,model_b,French,2026-05-13T12:15:42.238241Z,1369,1128,187,0.001178
lmsys_0003072,gemini-pro,palm-2,tie,French,2026-06-01T14:57:23.238241Z,497,966,342,0.002334
lmsys_0003073,gemini-pro,gpt-4-turbo,model_a,Japanese,2026-06-05T22:45:30.238241Z,1173,625,507,0.001445
lmsys_0003074,gpt-4,gpt-3.5-turbo,tie,Japanese,2026-05-28T04:55:34.238241Z,263,1071,401,0.005176
lmsys_0003075,mistral-large,llama-2-70b,model_a,Spanish,2026-05-23T13:19:46.238241Z,1496,251,1404,5e-06
lmsys_0003076,gemini-pro,mistral-large,model_a,Chinese,2026-05-21T01:36:06.238241Z,731,715,763,0.000643
lmsys_0003077,mistral-large,claude-3-5-sonnet,tie,Japanese,2026-06-01T23:24:18.238241Z,842,703,492,0.004322
lmsys_0003078,claude-3-5-sonnet,gpt-3.5-turbo,tie,English,2026-05-20T05:59:58.238241Z,558,506,443,0.001764
lmsys_0003079,claude-3-5-sonnet,gpt-4,model_a,English,2026-06-10T22:44:46.238241Z,86,718,467,0.003872
lmsys_0003080,gpt-4-turbo,claude-3-opus,model_a,Spanish,2026-05-24T20:10:16.238241Z,1075,1000,538,0.004067
lmsys_0003081,claude-3-5-sonnet,mistral-large,tie,Spanish,2026-05-24T02:03:33.238241Z,782,1202,505,0.00261
lmsys_0003082,gpt-3.5-turbo,claude-3-5-sonnet,model_a,Japanese,2026-06-02T09:05:05.238241Z,1967,712,373,0.001058
lmsys_0003083,gpt-4,gemini-pro,model_a,English,2026-05-29T16:39:19.238241Z,1777,1352,317,0.006224
lmsys_0003084,gemini-pro,llama-2-70b,tie,Chinese,2026-06-07T17:18:05.238241Z,185,496,1694,6e-05
lmsys_0003085,gpt-3.5-turbo,claude-3-opus,model_a,French,2026-05-31T19:52:58.238241Z,883,253,180,0.001571
lmsys_0003086,davinci-003,claude-3-opus,model_a,Chinese,2026-06-02T15:26:59.238241Z,1122,828,403,0.001387
lmsys_0003087,gpt-4,gpt-3.5-turbo,model_a,Japanese,2026-05-23T22:53:00.238241Z,1111,841,349,0.007852
lmsys_0003088,gpt-4,claude-3-opus,model_a,French,2026-05-13T06:16:06.238241Z,1568,23,378,0.009081
lmsys_0003089,gemini-pro,davinci-003,model_b,English,2026-05-21T06:57:33.238241Z,516,507,321,0.002673
lmsys_0003090,gemini-pro,llama-2-70b,model_a,German,2026-05-14T01:36:24.238241Z,1101,578,393,0.002149
lmsys_0003091,gpt-4-turbo,claude-3-opus,model_a,English,2026-05-26T02:35:09.238241Z,1255,1260,319,0.004713
lmsys_0003092,llama-2-70b,davinci-003,model_a,French,2026-05-24T10:06:14.238241Z,1002,708,972,1.2e-05
lmsys_0003093,claude-3-opus,claude-3-5-sonnet,tie,German,2026-05-20T20:39:02.238241Z,670,1495,402,0.005565
lmsys_0003094,gemini-pro,gpt-4-turbo,tie,Japanese,2026-06-10T18:00:48.238241Z,1535,1016,647,0.001775
lmsys_0003095,palm-2,davinci-003,model_b,German,2026-06-11T01:15:03.238241Z,764,662,638,0.002034
lmsys_0003096,gpt-4-turbo,gpt-4,tie,German,2026-05-27T19:24:38.238241Z,950,1191,312,0.001955
lmsys_0003097,gemini-pro,palm-2,model_a,German,2026-05-26T19:42:43.238241Z,168,470,565,0.002838
lmsys_0003098,llama-2-70b,davinci-003,tie,Chinese,2026-05-17T08:56:32.238241Z,491,1133,585,0.001208
lmsys_0003099,gpt-4-turbo,llama-2-70b,model_a,German,2026-05-13T18:11:50.238241Z,378,1459,305,0.003374
lmsys_0003100,gpt-3.5-turbo,mistral-large,model_b,French,2026-05-16T03:47:24.238241Z,1554,1319,814,3.7e-05
lmsys_0003101,gemini-pro,mistral-large,tie,Japanese,2026-05-15T17:15:57.238241Z,762,915,1483,9.7e-05
lmsys_0003102,gemini-pro,palm-2,tie,Spanish,2026-06-03T01:49:23.238241Z,533,1155,394,0.000824
lmsys_0003103,claude-3-5-sonnet,davinci-003,model_b,Chinese,2026-05-27T23:53:04.238241Z,984,1046,237,0.001411
lmsys_0003104,gpt-3.5-turbo,gpt-4,tie,German,2026-05-31T02:02:55.238241Z,291,541,338,0.001768
lmsys_0003105,palm-2,llama-2-70b,tie,French,2026-05-25T05:56:01.238241Z,515,534,900,1.9e-05
lmsys_0003106,gemini-pro,gpt-4,tie,English,2026-06-06T13:59:37.238241Z,476,1371,422,0.000543
lmsys_0003107,davinci-003,gpt-3.5-turbo,model_a,French,2026-06-07T04:31:19.238241Z,1185,629,297,0.002401
lmsys_0003108,claude-3-5-sonnet,gpt-4,model_a,English,2026-06-07T18:36:57.238241Z,1578,250,326,0.001887
lmsys_0003109,gpt-4,mistral-large,model_a,Spanish,2026-05-26T10:33:10.238241Z,989,831,258,0.009026
lmsys_0003110,mistral-large,llama-2-70b,model_b,Spanish,2026-05-21T19:35:13.238241Z,1293,809,1677,9.9e-05
lmsys_0003111,claude-3-opus,gemini-pro,model_a,English,2026-05-17T03:39:06.238241Z,1179,148,888,0.005022
lmsys_0003112,claude-3-opus,palm-2,model_a,German,2026-06-09T13:58:15.238241Z,233,531,602,0.003221
lmsys_0003113,mistral-large,gemini-pro,model_a,Japanese,2026-06-07T13:21:44.238241Z,798,210,860,6e-06
lmsys_0003114,claude-3-5-sonnet,palm-2,model_b,Spanish,2026-06-04T19:34:35.238241Z,1391,135,808,0.002333
lmsys_0003115,claude-3-opus,davinci-003,tie,French,2026-05-13T09:19:39.238241Z,94,317,541,0.004783
lmsys_0003116,mistral-large,claude-3-5-sonnet,model_a,Spanish,2026-05-26T10:10:12.238241Z,1787,1388,929,4.6e-05
lmsys_0003117,llama-2-70b,gpt-4,model_a,Spanish,2026-06-07T08:33:35.238241Z,1767,1134,1117,4.8e-05
lmsys_0003118,mistral-large,claude-3-opus,tie,Chinese,2026-05-17T20:22:43.238241Z,138,997,1190,3.8e-05
lmsys_0003119,claude-3-opus,llama-2-70b,model_a,German,2026-05-23T04:30:27.238241Z,1469,1315,697,0.005371
lmsys_0003120,gemini-pro,davinci-003,tie,Spanish,2026-05-15T04:57:47.238241Z,1463,1205,475,0.002479
lmsys_0003121,mistral-large,claude-3-5-sonnet,model_a,German,2026-05-17T00:37:51.238241Z,1606,1376,1040,2.7e-05
lmsys_0003122,claude-3-opus,claude-3-5-sonnet,model_a,Spanish,2026-05-26T19:44:03.238241Z,465,867,610,0.005816
lmsys_0003123,gpt-4-turbo,davinci-003,model_b,French,2026-06-09T21:24:53.238241Z,1851,117,376,0.001971
lmsys_0003124,claude-3-5-sonnet,davinci-003,tie,Japanese,2026-05-26T04:20:52.238241Z,1706,912,678,0.002728
lmsys_0003125,gemini-pro,gpt-3.5-turbo,model_a,German,2026-06-01T21:18:59.238241Z,1445,100,766,0.002836
lmsys_0003126,mistral-large,davinci-003,model_b,Japanese,2026-05-18T21:35:13.238241Z,865,95,297,0.002272
lmsys_0003127,claude-3-opus,claude-3-5-sonnet,model_a,Spanish,2026-05-16T02:40:06.238241Z,504,845,837,0.005742
lmsys_0003128,mistral-large,palm-2,tie,French,2026-05-17T15:32:25.238241Z,1793,190,466,0.001777
lmsys_0003129,llama-2-70b,gpt-4-turbo,tie,German,2026-05-23T12:45:21.238241Z,37,1293,1824,9.7e-05
lmsys_0003130,claude-3-5-sonnet,gpt-4-turbo,tie,German,2026-05-22T17:44:06.238241Z,1202,436,624,0.00306
lmsys_0003131,llama-2-70b,claude-3-5-sonnet,tie,German,2026-06-10T10:05:57.238241Z,1179,1026,544,0.003655
lmsys_0003132,gpt-3.5-turbo,mistral-large,tie,English,2026-06-04T09:07:26.238241Z,1669,215,184,0.001916
lmsys_0003133,palm-2,gpt-4-turbo,tie,German,2026-05-27T23:15:37.238241Z,1590,705,535,0.00176
lmsys_0003134,gemini-pro,gpt-4,model_b,English,2026-06-03T01:42:39.238241Z,964,162,304,0.003985
lmsys_0003135,claude-3-opus,palm-2,tie,Chinese,2026-05-31T13:24:50.238241Z,1845,404,867,0.002028
lmsys_0003136,davinci-003,palm-2,tie,English,2026-06-05T12:41:28.238241Z,618,603,648,0.002004
